TIMESTAMP,DD,HH,MM,SS,MS,US,CODE
10995896892195,1,6,32,38,968,921,0x0301
10997454087942,1,6,32,54,540,879,0x0101
10997463512831,1,6,32,54,635,128,0x0102
10997467542286,1,6,32,54,675,422,0x0301
10997467544876,1,6,32,54,675,448,0x0301
10997567674403,1,6,32,55,676,744,0x0401
10997603774103,1,6,32,56,37,741,0x0301
10997603792424,1,6,32,56,37,924,0x0301
10997603905727,1,6,32,56,39,57,0x0301
10997608822480,1,6,32,56,88,224,0x0301
10997608946830,1,6,32,56,89,468,0x0301
10997608966684,1,6,32,56,89,666,0x0301
10997609087369,1,6,32,56,90,873,0x0301
10997609093665,1,6,32,56,90,936,0x0301
10997609225261,1,6,32,56,92,252,0x0301
10997609244606,1,6,32,56,92,446,0x0301
10997609362779,1,6,32,56,93,627,0x0301
10997609369079,1,6,32,56,93,690,0x0301
10997609493202,1,6,32,56,94,932,0x0301
10997609513061,1,6,32,56,95,130,0x0301
10997609633252,1,6,32,56,96,332,0x0301
10997609646054,1,6,32,56,96,460,0x0301
10997609771403,1,6,32,56,97,714,0x0301
10997609790824,1,6,32,56,97,908,0x0301
10997609909999,1,6,32,56,99,99,0x0301
10997609923377,1,6,32,56,99,233,0x0301
10997610050134,1,6,32,56,100,501,0x0301
10997610070115,1,6,32,56,100,701,0x0301
10997610189776,1,6,32,56,101,897,0x0301
10997610202851,1,6,32,56,102,28,0x0301
10997610328380,1,6,32,56,103,283,0x0301
10997610348357,1,6,32,56,103,483,0x0301
10997610467186,1,6,32,56,104,671,0x0301
10997610473484,1,6,32,56,104,734,0x0301
10997610606703,1,6,32,56,106,67,0x0301
10997610626958,1,6,32,56,106,269,0x0301
11054558990617,1,6,42,25,589,906,0x0103
11054568416144,1,6,42,25,684,161,0x0102
11054713530970,1,6,42,27,135,309,0x0301
11054816115683,1,6,42,28,161,156,0x0401
11056146867064,1,6,42,41,468,670,0x0103
11056156292597,1,6,42,41,562,925,0x0102
11056301323602,1,6,42,43,13,236,0x0301
11056402532850,1,6,42,44,25,328,0x0401
11058617933301,1,6,43,6,179,333,0x0301
11058617953023,1,6,43,6,179,530,0x0301
11059120628341,1,6,43,11,206,283,0x0101
11059130053944,1,6,43,11,300,539,0x0102
11059275323301,1,6,43,12,753,233,0x0301
11059375692226,1,6,43,13,756,922,0x0401
11062590119004,1,6,43,45,901,190,0x0103
11062599543901,1,6,43,45,995,439,0x0102
11062744647976,1,6,43,47,446,479,0x0301
11062846757570,1,6,43,48,467,575,0x0401
11065787300231,1,6,44,17,873,2,0x0301
11065787318782,1,6,44,17,873,187,0x0301
11065796743641,1,6,44,17,967,436,0x0102
11070256037734,1,6,45,2,560,377,0x0401
11070267954805,1,6,45,2,679,548,0x0401
11075621899011,1,6,45,56,218,990,0x0301
11075621918726,1,6,45,56,219,187,0x0301
11075771428898,1,6,45,57,714,288,0x0401
11075780853767,1,6,45,57,808,537,0x0102
11080252973641,1,6,46,42,529,736,0x0401
11080264828934,1,6,46,42,648,289,0x0401
11365500103898,1,7,34,15,1,38,0x0401
11444287139200,1,7,47,22,871,392,0x0401
11444299687020,1,7,47,22,996,870,0x0401
24388355827980,2,19,44,43,558,279,0x0301
24388355834082,2,19,44,43,558,340,0x0301
24388357452700,2,19,44,43,574,527,0x0401
24388366877599,2,19,44,43,668,775,0x0102
24392598273872,2,19,45,25,982,738,0x0401
24392610149756,2,19,45,26,101,497,0x0401
24414444763796,2,19,49,4,447,637,0x0401
24431557604165,2,19,51,55,576,41,0x0101
24431567029054,2,19,51,55,670,290,0x0102
24435816885885,2,19,52,38,168,858,0x0401
24435828828295,2,19,52,38,288,282,0x0401
24442541298430,2,19,53,45,412,984,0x0401
24485290556851,2,20,0,52,905,568,0x0401
24485303300637,2,20,0,53,33,6,0x0401
27094254898265,3,3,15,42,548,982,0x0301
27094254912661,3,3,15,42,549,126,0x0301
27094258440647,3,3,15,42,584,406,0x0401
27262564883434,3,3,43,45,648,834,0x0301
27262574308293,3,3,43,45,743,82,0x0102
27267077687314,3,3,44,30,776,873,0x0401
27267089633506,3,3,44,30,896,335,0x0401
50678905550843,5,20,46,29,55,508,0x0401
50772084850093,5,21,2,0,848,500,0x0401
50772096737201,5,21,2,0,967,372,0x0401
50778804615984,5,21,3,8,46,159,0x0401
50791740447725,5,21,5,17,404,477,0x0301
50791740466638,5,21,5,17,404,666,0x0301
50791840700246,5,21,5,18,407,2,0x0401
50791840708955,5,21,5,18,407,89,0x0301
50792255922569,5,21,5,22,559,225,0x0102
50801618769476,5,21,6,56,187,694,0x0301
50801618787836,5,21,6,56,187,878,0x0301
50801719463913,5,21,6,57,194,639,0x0401
50802115346432,5,21,7,1,153,464,0x0102
50805259036091,5,21,7,32,590,360,0x0401
50805270958960,5,21,7,32,709,589,0x0401
50811713931076,5,21,8,37,139,310,0x0401
50829164900820,5,21,11,31,649,8,0x0401
50829177158960,5,21,11,31,771,589,0x0401
50838415502046,5,21,13,4,155,20,0x0401
50866228915127,5,21,17,42,289,151,0x0401
50866241178696,5,21,17,42,411,786,0x0401
59140265328690,6,20,16,42,653,286,0x0401
59157292862466,6,20,19,32,928,624,0x0401
59157304806650,6,20,19,33,48,66,0x0401
59170767435739,6,20,21,47,674,357,0x0401
59179653417432,6,20,23,16,534,174,0x0401
59179665327226,6,20,23,16,653,272,0x0401
59184895901310,6,20,24,8,959,13,0x0301
59184998115692,6,20,24,9,981,156,0x0401
59200426169399,6,20,26,44,261,693,0x0401
59200433455276,6,20,26,44,334,552,0x0401
59200445350830,6,20,26,44,453,508,0x0401
59202579715461,6,20,27,5,797,154,0x0301
59202681547359,6,20,27,6,815,473,0x0401
59207127604842,6,20,27,51,276,48,0x0401
59207134880439,6,20,27,51,348,804,0x0401
59207146827490,6,20,27,51,468,274,0x0401
59215065053085,6,20,29,10,650,530,0x0301
59215166058985,6,20,29,11,660,589,0x0401
59249779959143,6,20,34,57,799,591,0x0401
59249787232185,6,20,34,57,872,321,0x0401
59249799141572,6,20,34,57,991,415,0x0401
59253231208701,6,20,35,32,312,87,0x0301
59253231215891,6,20,35,32,312,158,0x0301
59253231223743,6,20,35,32,312,237,0x0301
59253232497847,6,20,35,32,324,978,0x0401
59262809370812,6,20,37,8,93,708,0x0301
59262818795651,6,20,37,8,187,956,0x0102
59265774962448,6,20,37,37,749,624,0x0401
59265786806547,6,20,37,37,868,65,0x0401
59598574719685,6,21,33,5,747,196,0x0301
59598574729433,6,21,33,5,747,294,0x0301
59598574737973,6,21,33,5,747,379,0x0301
59598576782941,6,21,33,5,767,829,0x0401
59600162405483,6,21,33,21,624,54,0x0301
59600171830385,6,21,33,21,718,303,0x0102
59604591238312,6,21,34,5,912,383,0x0401
59604603102225,6,21,34,6,31,22,0x0401
59605988061005,6,21,34,19,880,610,0x0301
59605988067109,6,21,34,19,880,671,0x0301
59605990026929,6,21,34,19,900,269,0x0401
59611008995695,6,21,35,10,89,956,0x0301
59611329438230,6,21,35,13,294,382,0x0301
59611338863093,6,21,35,13,388,630,0x0102
59615799420442,6,21,35,57,994,204,0x0401
59615811283535,6,21,35,58,112,835,0x0401
59618965349471,6,21,36,29,653,494,0x0401
59620962984425,6,21,36,49,629,844,0x0401
59620974810680,6,21,36,49,748,106,0x0401
59623393747950,6,21,37,13,937,479,0x0301
59623393764731,6,21,37,13,937,647,0x0301
59623393776041,6,21,37,13,937,760,0x0301
59623395370747,6,21,37,13,953,707,0x0401
59628698091180,6,21,38,6,980,911,0x0301
59629024472117,6,21,38,10,244,721,0x0301
59629024496720,6,21,38,10,244,967,0x0301
59629033921573,6,21,38,10,339,215,0x0102
59633487691502,6,21,38,54,876,915,0x0401
59633499511642,6,21,38,54,995,116,0x0401
68831650385101,7,23,11,56,503,851,0x0301
68831650404982,7,23,11,56,504,49,0x0301
68831751441821,7,23,11,57,514,418,0x0401
68832153313712,7,23,12,1,533,137,0x0102
68836479621392,7,23,12,44,796,213,0x0401
68836491495151,7,23,12,44,914,951,0x0401
68921787723287,7,23,26,57,877,232,0x0401
68934571480751,7,23,29,5,714,807,0x0401
68934584009192,7,23,29,5,840,91,0x0401
68942389027784,7,23,30,23,890,277,0x0401
69372052350451,8,0,42,0,523,504,0x0301
69372052368420,8,0,42,0,523,684,0x0301
69372156004086,8,0,42,1,560,40,0x0401
69372555036393,8,0,42,5,550,363,0x0101
69372564461252,8,0,42,5,644,612,0x0102
69377087826970,8,0,42,50,878,269,0x0401
69377099711802,8,0,42,50,997,118,0x0401
69390527127936,8,0,45,5,271,279,0x0401
69398580323435,8,0,46,25,803,234,0x0401
69398592675673,8,0,46,25,926,756,0x0401
69410082935305,8,0,48,20,829,353,0x0301
69410082954689,8,0,48,20,829,546,0x0301
69410183704983,8,0,48,21,837,49,0x0401
69410426666408,8,0,48,24,266,664,0x0301
69410436091286,8,0,48,24,360,912,0x0102
69413504024720,8,0,48,55,40,247,0x0401
69413515857975,8,0,48,55,158,579,0x0401
69415909518225,8,0,49,19,95,182,0x0301
69415909525429,8,0,49,19,95,254,0x0301
69415909531392,8,0,49,19,95,313,0x0301
69415910035868,8,0,49,19,100,358,0x0401
69418624612741,8,0,49,46,246,127,0x0301
69418634037623,8,0,49,46,340,376,0x0102
69421669659777,8,0,50,16,696,597,0x0401
69421681499907,8,0,50,16,814,999,0x0401
69424421264209,8,0,50,44,212,642,0x0301
69424421281864,8,0,50,44,212,818,0x0301
69424421914030,8,0,50,44,219,140,0x0401
69459803643157,8,0,56,38,36,431,0x0301
69460135038913,8,0,56,41,350,389,0x0301
69460144463766,8,0,56,41,444,637,0x0102
69464555473610,8,0,57,25,554,736,0x0401
69464567357367,8,0,57,25,673,573,0x0401
69471424889498,8,0,58,34,248,894,0x0401
69472299105115,8,0,58,42,991,51,0x0301
69472299123549,8,0,58,42,991,235,0x0301
69472399650906,8,0,58,43,996,509,0x0401
69472399659735,8,0,58,43,996,597,0x0301
69472814612252,8,0,58,48,146,122,0x0102
69475842521305,8,0,59,18,425,213,0x0401
69475854405155,8,0,59,18,544,51,0x0401
69480245714295,8,1,0,2,457,142,0x0301
69480245730376,8,1,0,2,457,303,0x0301
69480245738543,8,1,0,2,457,385,0x0301
69480246652456,8,1,0,2,466,524,0x0401
69484038513874,8,1,0,40,385,138,0x0301
69484047938733,8,1,0,40,479,387,0x0102
69488447135800,8,1,1,24,471,358,0x0401
69488458970061,8,1,1,24,589,700,0x0401
69490851815560,8,1,1,48,518,155,0x0301
69490851835536,8,1,1,48,518,355,0x0301
69490952669206,8,1,1,49,526,692,0x0401
69491367370027,8,1,1,53,673,700,0x0102
69495879041693,8,1,2,38,790,416,0x0401
69495890962527,8,1,2,38,909,625,0x0401
69498610307417,8,1,3,6,103,74,0x0301
69498610322967,8,1,3,6,103,229,0x0301
69498610335153,8,1,3,6,103,351,0x0301
69498611249757,8,1,3,6,112,497,0x0401
69504676681922,8,1,4,6,766,819,0x0301
69505008934487,8,1,4,10,89,344,0x0301
69505009057561,8,1,4,10,90,575,0x0301
69505018482444,8,1,4,10,184,824,0x0102
69509460986063,8,1,4,54,609,860,0x0401
69509472906020,8,1,4,54,729,60,0x0401
69512690350157,8,1,5,26,903,501,0x0401
69513297531261,8,1,5,32,975,312,0x0401
69513309485610,8,1,5,33,94,856,0x0401
69514581738593,8,1,5,45,817,385,0x0301
69514581760410,8,1,5,45,817,604,0x0301
69514688912052,8,1,5,46,889,120,0x0401
69515097298269,8,1,5,50,972,982,0x0102
69519231024963,8,1,6,32,310,249,0x0301
69519231043179,8,1,6,32,310,431,0x0301
69519332438691,8,1,6,33,324,386,0x0401
69519746557105,8,1,6,37,465,571,0x0102
69523992417732,8,1,7,19,924,177,0x0401
69524004279176,8,1,7,20,42,791,0x0401
69528790805160,8,1,8,7,908,51,0x0401
69529398314832,8,1,8,13,983,148,0x0401
69529410182842,8,1,8,14,101,828,0x0401
69534240097529,8,1,9,2,400,975,0x0401
69534847720973,8,1,9,8,477,209,0x0401
69534859572512,8,1,9,8,595,725,0x0401
69541264388470,8,1,10,12,643,884,0x0401
69544377496087,8,1,10,43,774,960,0x0301
69544481349450,8,1,10,44,813,494,0x0401
69544577360518,8,1,10,45,773,605,0x0301
69544577362274,8,1,10,45,773,622,0x0301
69546860990630,8,1,11,8,609,906,0x0301
69546860995930,8,1,11,8,609,959,0x0301
69546870420823,8,1,11,8,704,208,0x0102
69549952333605,8,1,11,39,523,336,0x0401
69549964201352,8,1,11,39,642,13,0x0401
69556218411147,8,1,12,42,184,111,0x0301
69556218431182,8,1,12,42,184,311,0x0301
69556318565789,8,1,12,43,185,657,0x0401
69556318570491,8,1,12,43,185,704,0x0301
69556733938745,8,1,12,47,339,387,0x0102
69561212154475,8,1,13,32,121,544,0x0401
69561224050929,8,1,13,32,240,509,0x0401
69565798657490,8,1,14,17,986,574,0x0401
69566406308123,8,1,14,24,63,81,0x0401
69566418199300,8,1,14,24,181,993,0x0401
69569520660449,8,1,14,55,206,604,0x0401
69570128149345,8,1,15,1,281,493,0x0401
69570140000680,8,1,15,1,400,6,0x0401
69574837793269,8,1,15,48,377,932,0x0401
69575445611158,8,1,15,54,456,111,0x0401
69575457433878,8,1,15,54,574,338,0x0401
69580049371570,8,1,16,40,493,715,0x0401
69580657042906,8,1,16,46,570,429,0x0401
69580668904387,8,1,16,46,689,43,0x0401
69583345520797,8,1,17,13,455,207,0x0301
69583345540817,8,1,17,13,455,408,0x0301
69583449495054,8,1,17,14,494,950,0x0401
69583851644188,8,1,17,18,516,441,0x0101
69583861069094,8,1,17,18,610,690,0x0102
69586682773915,8,1,17,46,827,739,0x0401
69586694663597,8,1,17,46,946,635,0x0401
69647267727917,8,1,27,52,677,279,0x0301
69647267747381,8,1,27,52,677,473,0x0301
69647372555358,8,1,27,53,725,553,0x0401
69647764367362,8,1,27,57,643,673,0x0102
69700248964271,8,1,36,42,489,642,0x0401
69700270356417,8,1,36,42,703,564,0x0401
69702437659204,8,1,37,4,376,592,0x0401
69702860595084,8,1,37,8,605,950,0x0301
69702860612310,8,1,37,8,606,123,0x0301
69702960768806,8,1,37,9,607,688,0x0401
69703366684674,8,1,37,13,666,846,0x0101
69703376109537,8,1,37,13,761,95,0x0102
69706439310886,8,1,37,44,393,108,0x0401
69706451248448,8,1,37,44,512,484,0x0401
69713398853569,8,1,38,53,988,535,0x0401
69799400652131,8,1,53,14,6,521,0x0401
69799413322280,8,1,53,14,133,222,0x0401
69800948038304,8,1,53,29,480,383,0x0301
69800948054080,8,1,53,29,480,540,0x0301
69800948063898,8,1,53,29,480,638,0x0301
69800948926686,8,1,53,29,489,266,0x0401
69829701035717,8,1,58,17,10,357,0x0301
69829710460586,8,1,58,17,104,605,0x0102
69834054170230,8,1,59,0,541,702,0x0401
69834066112897,8,1,59,0,661,128,0x0401
69842499403179,8,2,0,24,994,31,0x0301
69842499410378,8,2,0,24,994,103,0x0301
69842499417074,8,2,0,24,994,170,0x0301
69842501150905,8,2,0,25,11,509,0x0401
69869192275098,8,2,4,51,922,750,0x0301
69869516274378,8,2,4,55,162,743,0x0301
69869516386012,8,2,4,55,163,860,0x0301
69869525810905,8,2,4,55,258,109,0x0102
69872627672478,8,2,5,26,276,724,0x0401
69872639606092,8,2,5,26,396,60,0x0401
71445064743244,8,6,27,30,647,432,0x0401
71957373115621,8,7,52,53,731,156,0x0401
71957394606473,8,7,52,53,946,64,0x0401
71958924056306,8,7,53,9,240,563,0x0301
71958924063472,8,7,53,9,240,634,0x0301
71958944576653,8,7,53,9,445,766,0x0301
71958945717824,8,7,53,9,457,178,0x0301
71958945832282,8,7,53,9,458,322,0x0301
71958945972666,8,7,53,9,459,726,0x0401
71958955397599,8,7,53,9,553,975,0x0102
71958961534392,8,7,53,9,615,343,0x0101
71958970959295,8,7,53,9,709,592,0x0102
71958977114689,8,7,53,9,771,146,0x0101
71958986539622,8,7,53,9,865,396,0x0102
71958992708852,8,7,53,9,927,88,0x0101
71959002133725,8,7,53,10,21,337,0x0102
71959008308642,8,7,53,10,83,86,0x0101
71959017733537,8,7,53,10,177,335,0x0102
